#Coverage (X)	Coverage
1.0	99.93086347448673
2.0	99.92467779129981
3.0	99.91255319420208
4.0	99.9003052124663
5.0	99.87855661360167
6.0	99.85788557390924
7.0	99.8301322559935
8.0	99.80050349157962
9.0	99.7641132490013
10.0	99.71760546610398
11.0	99.65991903500053
12.0	99.59358745359195
13.0	99.51624173682796
14.0	99.42189361694253
15.0	99.30906247827916
16.0	99.16832996013443
17.0	99.00469725317006
18.0	98.81852628565764
19.0	98.60970189860168
20.0	98.37817473814695
21.0	98.1112197352906
22.0	97.81767123011605
23.0	97.50291701848425
24.0	97.14954341514695
25.0	96.7617948516526
26.0	96.33503206561102
27.0	95.88193077216985
28.0	95.38441100903546
29.0	94.84422483806794
30.0	94.27375185128368
31.0	93.65480515303602
32.0	92.9977984067753
33.0	92.29017928199188
34.0	91.52542484415491
35.0	90.68770895702554
36.0	89.78775785847041
37.0	88.80457148309569
38.0	87.74198298032303
39.0	86.61305467049927
40.0	85.39222125662319
41.0	84.08731355038884
42.0	82.69507419735208
43.0	81.2110695761861
44.0	79.63766867194121
45.0	77.97859770068614
46.0	76.23205524670553
47.0	74.39200368837811
48.0	72.46240778540616
49.0	70.49267897250209
50.0	68.44182064726759
51.0	66.32241804278239
