#Position (bp)	mapping quality
15197.0	25.25814329211815
45590.0	42.33169325451226
75983.0	42.2875917166206
106376.0	42.30930958603175
136769.0	40.81205885385584
167162.0	32.64661225364801
197555.0	28.512470111005612
221485.0	10.523755681411496
236681.5	18.62279789978085
258341.0	34.542085267990174
288734.0	41.98359154693043
319127.0	41.61073967958343
349520.0	42.3913272946316
379913.0	42.28020729689321
410306.0	41.62762279014368
440699.0	33.58316032871328
471092.0	40.07568911722438
501485.0	34.92445664952325
531878.0	41.44205760889327
562271.0	41.86681377482769
592664.0	42.14732615833391
623057.0	42.242641204295744
653450.0	40.90186079146379
683843.0	42.145501778610665
714236.0	41.00721351771449
744629.0	42.40737438995062
775022.0	42.16784315954702
805415.0	42.273696043598406
835808.0	41.575646067484556
866201.0	41.802575347424266
896594.0	40.97314406975227
926987.0	42.321376484726585
957380.0	42.225712257837095
987773.0	42.30628644732713
1018166.0	41.92881736781136
1038382.5	14.768274774961629
1053579.0	26.164175707817403
1078952.0	42.26551270219531
1109345.0	42.29851760750439
1139738.0	33.73219102479398
1170131.0	41.8338213207088
1200524.0	40.27788948878305
1230917.0	38.80393146857855
1261310.0	42.26575307689329
1291703.0	42.12957707600026
1322096.0	40.62796818984932
1348657.5	33.091956796376174
1363854.0	6.130992041731282
1382882.0	26.62852339583181
1413275.0	40.942472434031075
1443668.0	42.39070400201678
1474061.0	41.12332297711419
1504454.0	41.184912801773166
1534847.0	42.25655394667463
1565240.0	40.850127999468654
1595633.0	41.11111633228602
1626026.0	42.30050807288983
1656419.0	41.92130634588713
1686812.0	42.22987710227102
1717205.0	42.25161194848583
1747598.0	40.805798270989726
1777991.0	42.13062120418594
1808384.0	41.06496459550617
1838777.0	41.11978020154445
1869170.0	30.790886227969345
1899563.0	22.17072277460107
1929956.0	42.19267176060081
1960349.0	41.37071451953958
1990742.0	40.909347604868294
2021135.0	31.328673981635102
2051528.0	42.40319652606851
2081921.0	42.381500592844795
2112314.0	37.64865661964026
2142707.0	42.418075885028394
2173100.0	38.80264808921261
2203493.0	42.302920817620105
2233886.0	23.64723856526846
2264279.0	42.012353823802606
2294672.0	41.9062692612156
2325065.0	42.270404871229765
2355458.0	24.20769347229708
2385851.0	42.03327204974634
2416244.0	42.356371632781745
2446637.0	29.405459952780255
2477030.0	42.29911644058492
2507423.0	37.1671143954033
2537816.0	41.24943687181207
2568209.0	31.77247705786372
2598602.0	40.0204797727271
2628995.0	42.36299203435121
2659388.0	40.43586260526676
2689781.0	42.31313224399131
2720174.0	41.286298331274274
2750567.0	42.20469142738859
2780960.0	42.369598155998645
2811353.0	41.912910119757676
2841746.0	42.346956046157274
2872139.0	34.68039280962781
2889645.5	0.9312970327769482
2904842.0	4.355947683709095
2932925.0	42.09890160229656
2963318.0	42.05277839176656
2993711.0	42.23942256784319
3024104.0	41.94599998911572
3054497.0	42.199358563366985
3084890.0	38.30133338974326
3115283.0	38.763672494528684
3145676.0	41.64194877625508
3176069.0	42.29736291177392
3206462.0	41.07580428879992
3236855.0	42.105688933129116
3267248.0	41.47501959054622
3297641.0	39.55973024251718
3322340.5	33.64456930132165
3337537.0	0.0
3358427.0	6.746203904555315
3388820.0	19.267857142857142
3410819.5	0.0
3426016.0	27.845100989242237
3449606.0	37.74567237067416
3479999.0	41.56874955243119
3510392.0	41.97931291124681
3540785.0	41.51905856727977
3571178.0	42.05729802244447
3601571.0	41.981788719479304
3631964.0	42.26986524496168
3662357.0	41.83506552985124
3692750.0	39.88052094747998
3723143.0	41.80913748515396
3753536.0	41.935797080859764
3783929.0	41.22302549734188
3814322.0	42.142902906189526
3844715.0	40.886907272488905
3875108.0	28.97286015187292
3905501.0	31.1189895853435
3935894.0	42.290210055837626
3966287.0	42.23186238417935
3987990.0	19.33400976225998
4003186.5	14.295734972594142
4027073.0	41.971204728882256
4057466.0	42.190307396171086
4087859.0	41.75818879001368
4118252.0	39.7583771658301
4148645.0	35.04351155403495
4179038.0	41.847122949153075
4209431.0	41.54540241587616
4239824.0	42.4170985169127
4259839.0	41.99098193528717
4275035.5	34.645159183758764
4300610.0	42.34643032500141
4331003.0	42.22713631314822
4361396.0	41.1433874479182
