#Coverage (X)	Coverage
1.0	99.23012098686324
2.0	99.2240422370293
3.0	99.2158165944935
4.0	99.20667790563625
5.0	99.19514555480109
6.0	99.17957441348084
7.0	99.1624157231512
8.0	99.13916183170254
9.0	99.11477280158392
10.0	99.0815494313819
11.0	99.03822497214591
12.0	98.9842483058261
13.0	98.91270989269238
14.0	98.8212078451243
15.0	98.70483145452803
16.0	98.56385216710721
17.0	98.39751322374858
18.0	98.18616356443412
19.0	97.92324735206284
20.0	97.59786561027481
21.0	97.20672808205572
22.0	96.72965726626528
23.0	96.17110323551536
24.0	95.4948731626485
25.0	94.70948881333179
26.0	93.8058444012781
27.0	92.75771657808335
28.0	91.57567529440603
29.0	90.25103427172834
30.0	88.76005430569202
31.0	87.11439113177028
32.0	85.33858184164734
33.0	83.40153350653794
34.0	81.31982079615172
35.0	79.09995019373444
36.0	76.75940941531721
37.0	74.31119497610656
38.0	71.75979807692703
39.0	69.12767472190131
40.0	66.41042419227276
41.0	63.64962711105974
42.0	60.86714723612241
43.0	58.0561901867262
44.0	55.2616515198314
45.0	52.49856770999345
46.0	49.74794574859722
47.0	47.04414414451467
48.0	44.379595306612885
49.0	41.806054977727015
50.0	39.30657010859082
51.0	36.87260248225215
