#Coverage (X)	Coverage
1.0	99.9305344487853
2.0	99.92681645835913
3.0	99.91966014935299
4.0	99.9117306299485
5.0	99.90399030032232
6.0	99.8958962680671
7.0	99.88352490169329
8.0	99.86950018116978
9.0	99.849898475007
10.0	99.81956230533503
11.0	99.77701928213995
12.0	99.72036105635347
13.0	99.641181021304
14.0	99.53303027324351
15.0	99.37545163918548
16.0	99.16184815381622
17.0	98.8746251677517
18.0	98.5074160336692
19.0	98.01749676423786
20.0	97.40304126681475
21.0	96.6355065618007
22.0	95.69920634887994
23.0	94.55898423185454
24.0	93.21029965604475
25.0	91.63824775717575
26.0	89.85282269092848
27.0	87.84167776785674
28.0	85.61143463020184
29.0	83.1648324169282
30.0	80.49196745442275
31.0	77.6470055987836
32.0	74.628277044576
33.0	71.46453863810504
34.0	68.2008093209691
35.0	64.83023713293585
36.0	61.40129578546866
37.0	57.951337921322555
38.0	54.50527078609587
39.0	51.11063859364545
40.0	47.75633672654798
41.0	44.4918177477286
42.0	41.31670327763066
43.0	38.282313100034926
44.0	35.356369793630975
45.0	32.56940694351164
46.0	29.931254192507183
47.0	27.436836319173025
48.0	25.0703436385554
49.0	22.873743378871865
50.0	20.83649849203408
51.0	18.968010887460466
