#Coverage (X)	Coverage
1.0	99.89458016526139
2.0	99.88793384609247
3.0	99.86254951322704
4.0	99.84770222844995
5.0	99.81846829487777
6.0	99.78912742795262
7.0	99.73232114060049
8.0	99.64955472540544
9.0	99.519926824684
10.0	99.33610839093683
11.0	99.06618393112505
12.0	98.68657875374113
13.0	98.18256895864599
14.0	97.53133661344539
15.0	96.73111320499412
16.0	95.7516530456881
17.0	94.57439086032406
18.0	93.19236775531675
19.0	91.57922054633895
20.0	89.77486827661684
21.0	87.7594460194265
22.0	85.54415709990167
23.0	83.14636584943537
24.0	80.6216940628546
25.0	77.95169984959412
26.0	75.17487099107888
27.0	72.32078689786755
28.0	69.40283069036585
29.0	66.45643021097538
30.0	63.53592405428759
31.0	60.61300778433681
32.0	57.733193881273536
33.0	54.90483959791413
34.0	52.110358510517095
35.0	49.40241118259651
36.0	46.76833012464727
37.0	44.21712241524606
38.0	41.77813714696056
39.0	39.45024740676337
40.0	37.23288562531951
41.0	35.1343514759476
42.0	33.13832528385663
43.0	31.238481529936593
44.0	29.446467724018163
45.0	27.7660923385954
46.0	26.185642058697354
47.0	24.70519914074937
48.0	23.3287036675261
49.0	22.019461047675406
50.0	20.79913762363654
51.0	19.662649948322397
