#Coverage (X)	Coverage
1.0	99.85440612711662
2.0	99.83484554916652
3.0	99.79425200325242
4.0	99.76414615157145
5.0	99.71788513795019
6.0	99.68081216704141
7.0	99.63001059874041
8.0	99.58384006718705
9.0	99.52311837398788
10.0	99.45373507919854
11.0	99.37132236663251
12.0	99.28023160119123
13.0	99.17799509011397
14.0	99.05833666814591
15.0	98.9280671673067
16.0	98.7836002074507
17.0	98.6253388450622
18.0	98.45547932669825
19.0	98.27542823723246
20.0	98.08039825270902
21.0	97.87263497354016
22.0	97.64731817319995
23.0	97.39853361470514
24.0	97.13750930011709
25.0	96.85181628356422
26.0	96.55293756202649
27.0	96.2248989376994
28.0	95.8883796759179
29.0	95.52159827524727
30.0	95.12622454112224
31.0	94.72269919524426
32.0	94.29475191667753
33.0	93.84701374216971
34.0	93.38601583189418
35.0	92.90046437864936
36.0	92.38939698225852
37.0	91.84850340603293
38.0	91.28345934332228
39.0	90.68395806402923
40.0	90.05072342469691
41.0	89.39030303678383
42.0	88.69813166868263
43.0	87.98203190644483
44.0	87.23058655823075
45.0	86.45136321517334
46.0	85.63811038894539
47.0	84.78849199706673
48.0	83.90165257271366
49.0	82.98320200409555
50.0	82.02845167496702
51.0	81.01818648436449
