#Coverage (X)	Coverage
1.0	99.93240166964092
2.0	99.92841223301107
3.0	99.92031820075586
4.0	99.91488927668223
5.0	99.9037106284761
6.0	99.8914790980254
7.0	99.87450959747407
8.0	99.85749074306753
9.0	99.83559408263727
10.0	99.81122150380374
11.0	99.7827525549874
12.0	99.74405090685653
13.0	99.69797908301359
14.0	99.64341839607374
15.0	99.58116673336292
16.0	99.51008073056867
17.0	99.42741302308403
18.0	99.32685454308407
19.0	99.20977074722971
20.0	99.06750825957332
21.0	98.90081561358564
22.0	98.70330148501637
23.0	98.48275555734692
24.0	98.21517540565785
25.0	97.9038348356784
26.0	97.54425087222657
27.0	97.12163381002303
28.0	96.63757119807717
29.0	96.09263883136651
30.0	95.47875912892091
31.0	94.78055836484097
32.0	93.99092135833325
33.0	93.11015245817158
34.0	92.11181444924594
35.0	91.0059919693052
36.0	89.78808688417185
37.0	88.45013677187126
38.0	86.98727205202225
39.0	85.40999687014302
40.0	83.7043440852078
41.0	81.89828910748076
42.0	79.9816321402176
43.0	77.96113466158268
44.0	75.8530011873715
45.0	73.62924808167733
46.0	71.3517568532969
47.0	68.98278002863346
48.0	66.57327546319621
49.0	64.10114908113403
50.0	61.603128376369206
51.0	59.076720979213384
