#Coverage (X)	Coverage
1.0	99.23341124387755
2.0	99.22845940707101
3.0	99.22106455443134
4.0	99.21619497405015
5.0	99.20699048005261
6.0	99.19995755568452
7.0	99.19276834410825
8.0	99.18385997324198
9.0	99.17364372521254
10.0	99.16151912811479
11.0	99.15028290041091
12.0	99.13726170827677
13.0	99.12270232098842
14.0	99.1069502155324
15.0	99.0889525096641
16.0	99.06538604379908
17.0	99.0371638642588
18.0	99.00179360135493
19.0	98.95778641378848
20.0	98.90303653707029
21.0	98.83631012482002
22.0	98.75228518631697
23.0	98.64444701267284
24.0	98.51676858923238
25.0	98.35835093963571
26.0	98.16822343806359
27.0	97.93400649249965
28.0	97.64840395801468
29.0	97.29545808808923
30.0	96.87907606292781
31.0	96.38160565364863
32.0	95.81099283094125
33.0	95.14091553869116
34.0	94.3745982287724
35.0	93.49401029274651
36.0	92.48314463023885
37.0	91.35669223881837
38.0	90.0882323546601
39.0	88.69271097025155
40.0	87.16462513073631
41.0	85.48595245331845
42.0	83.68606670749327
43.0	81.73716522148982
44.0	79.67787561265614
45.0	77.49149160100205
46.0	75.18159956667316
47.0	72.7697753700408
48.0	70.25331277471076
49.0	67.6612482988343
50.0	65.0180285520278
51.0	62.33311302320742
