#Coverage (X)	Coverage
1.0	99.18576009666775
2.0	99.1350407847921
3.0	99.04742124050092
4.0	98.90385910132387
5.0	98.65314974247569
6.0	98.25687941331427
7.0	97.61286095661755
8.0	96.66776753182604
9.0	95.35697849117861
10.0	93.60916928824749
11.0	91.35887203409035
12.0	88.57425349209372
13.0	85.27819739979213
14.0	81.5180999094768
15.0	77.33399522336939
16.0	72.74660373501752
17.0	67.89984128622727
18.0	62.84470686072054
19.0	57.71981076086782
20.0	52.593845327485454
21.0	47.57329150319916
22.0	42.752061448839996
23.0	38.157480748911844
24.0	33.87202792112102
25.0	29.905795828858913
26.0	26.270769233300186
27.0	22.96873309887509
28.0	20.00334783651205
29.0	17.36032550512641
30.0	15.023140788863785
31.0	12.972529232905359
32.0	11.18886445416075
33.0	9.635336702282316
34.0	8.298571082506882
35.0	7.144760204012371
36.0	6.1566137661885705
37.0	5.314373775664507
38.0	4.60578402506188
39.0	3.9982956468665805
40.0	3.476559592106838
41.0	3.0339295416137304
42.0	2.6547191950715217
43.0	2.328539565957513
44.0	2.0483988581163004
45.0	1.8127671020362186
46.0	1.6099392083888375
47.0	1.4372582946351145
48.0	1.2915821653263748
49.0	1.166058860230308
50.0	1.0549715577845404
51.0	0.9558936934410127
