#Coverage (X)	Coverage
1.0	99.90608783916895
2.0	99.89942506871496
3.0	99.88737450240004
4.0	99.87640972089983
5.0	99.86374223139472
6.0	99.85294196274525
7.0	99.8389090165792
8.0	99.82477736270272
9.0	99.80024849666101
10.0	99.77313677886306
11.0	99.73042101717473
12.0	99.67944671038047
13.0	99.60202696283366
14.0	99.50766239166315
15.0	99.36529297065378
16.0	99.17807734653933
17.0	98.9300001933026
18.0	98.61388052500986
19.0	98.22531762290447
20.0	97.74433962690954
21.0	97.1507525845997
22.0	96.43887257698276
23.0	95.59216606256177
24.0	94.60146144990934
25.0	93.46438152833261
26.0	92.15588744195267
27.0	90.68467369492984
28.0	89.0537508724322
29.0	87.25593798852606
30.0	85.30644425626002
31.0	83.18681955942637
32.0	80.93754228494366
33.0	78.55166999051173
34.0	76.0543649166475
35.0	73.43436615871953
36.0	70.74993594280875
37.0	68.00348438217816
38.0	65.20751445348213
39.0	62.40361500538162
40.0	59.602035188476194
41.0	56.82713113031432
42.0	54.063282335720544
43.0	51.33505879894925
44.0	48.670641571328034
45.0	46.08242669615833
46.0	43.56278077716692
47.0	41.11630194853132
48.0	38.76157193673986
49.0	36.50250614763958
50.0	34.3531786556092
51.0	32.30583267973748
