#Coverage (X)	Coverage
1.0	99.91191981972682
2.0	99.89935926357468
3.0	99.87574344385443
4.0	99.86231919523604
5.0	99.83474684145608
6.0	99.814955945515
7.0	99.78540943752645
8.0	99.76104508433545
9.0	99.73026472996655
10.0	99.7018204580778
11.0	99.66774984669459
12.0	99.6309071937768
13.0	99.58563325725984
14.0	99.54131349527704
15.0	99.48551073631428
16.0	99.41795353416788
17.0	99.33990863778835
18.0	99.25538193509063
19.0	99.16328764125998
20.0	99.05105697450175
21.0	98.91912589387029
22.0	98.7664744196912
23.0	98.58745153554239
24.0	98.38177756957762
25.0	98.15365582513272
26.0	97.89418615698392
27.0	97.58758355710509
28.0	97.23987742147493
29.0	96.84287501012783
30.0	96.39965271337213
31.0	95.89572517470236
32.0	95.32479977757862
33.0	94.67273664248191
34.0	93.94550758589318
35.0	93.14407500798916
36.0	92.25369855734569
37.0	91.28018553759304
38.0	90.21623980380197
39.0	89.06339132548415
40.0	87.81932869708702
41.0	86.46217170946537
42.0	85.01379234612187
43.0	83.45428455211993
44.0	81.80576708023827
45.0	80.05917527240243
46.0	78.22841046449793
47.0	76.30954902503515
48.0	74.30407156967058
49.0	72.21270195494733
50.0	70.05737796950837
51.0	67.81608779392792
