#Coverage (X)	Coverage
1.0	99.22439593965834
2.0	99.2167789946702
3.0	99.20892350604852
4.0	99.19961207869801
5.0	99.18881181004852
6.0	99.17869426972952
7.0	99.16054027665304
8.0	99.14166242703341
9.0	99.11937916140397
10.0	99.09174922812628
11.0	99.0568396012044
12.0	99.0134411111856
13.0	98.95628934684697
14.0	98.88276032821959
15.0	98.78879881353332
16.0	98.66591593969123
17.0	98.50928325452482
18.0	98.31330732110976
19.0	98.06311617774134
20.0	97.75186608982978
21.0	97.36732552692438
22.0	96.913483925655
23.0	96.36575484048217
24.0	95.71036032015846
25.0	94.95088674482946
26.0	94.08420014468905
27.0	93.0806882066084
28.0	91.92853890790612
29.0	90.63764769655276
30.0	89.20901810093768
31.0	87.63201436526212
32.0	85.91412182423365
33.0	84.05093975909561
34.0	82.04325783153143
35.0	79.92681645835913
36.0	77.70685537387396
37.0	75.38935462019947
38.0	72.99394880606854
39.0	70.51877893626813
40.0	67.97447254095445
41.0	65.39502620072788
42.0	62.75618249575042
43.0	60.11947745783227
44.0	57.469800581635184
45.0	54.834707769654045
46.0	52.21635414023322
47.0	49.6336751224901
48.0	47.123134989785804
49.0	44.66388173829213
50.0	42.273477114822974
51.0	39.94366257427241
