#Position (bp)	mapping quality
15197.0	25.77423363793823
45590.0	42.728503192133836
75983.0	42.7364231165929
106376.0	42.690797314402886
136769.0	41.287817729895515
167162.0	32.7028462319698
197555.0	29.91135930942231
221485.0	9.458955160672843
236681.5	16.517028676595196
258341.0	35.48748186429094
288734.0	42.38468960461244
319127.0	42.19931186030826
349520.0	42.791342427008665
379913.0	42.69666925864015
410306.0	42.03705206271452
440699.0	35.06940006513641
471092.0	40.09269845974641
501485.0	33.59475420789996
531878.0	41.85913849395287
562271.0	42.15409139961691
592664.0	42.60353040843495
623057.0	42.61045123507771
653450.0	41.33374928312532
683843.0	42.6791093096699
714236.0	40.90083712743325
744629.0	42.84255826904261
775022.0	42.60819868672383
805415.0	42.723349187544834
835808.0	41.74722309489011
866201.0	42.26494881157229
896594.0	41.47548797125079
926987.0	42.72337660013482
957380.0	42.73717061064682
987773.0	42.83440706761375
1018166.0	42.273127381995096
1038382.5	14.831772981847276
1053579.0	25.81117961553328
1078952.0	42.67229646266143
1109345.0	42.798036744957386
1139738.0	35.213254625398264
1170131.0	42.451217598644284
1200524.0	41.14848947383579
1230917.0	39.72677287384341
1261310.0	42.68618178101836
1291703.0	42.60320201883717
1322096.0	41.07118987359859
1348657.5	32.92605284976883
1363854.0	6.616942892705262
1382882.0	27.506568035909712
1413275.0	41.2839578282347
1443668.0	42.79043740062039
1474061.0	41.61055790926375
1504454.0	41.46760953755267
1534847.0	42.67795113059096
1565240.0	41.26715040305239
1595633.0	41.45196968685772
1626026.0	42.832072144926194
1656419.0	42.44022692821651
1686812.0	42.72170999324287
1717205.0	42.6878413252637
1747598.0	41.08594365215998
1777991.0	42.391032766286486
1808384.0	41.6622353500093
1838777.0	41.47381537717608
1869170.0	30.896595076228135
1899563.0	22.260878618588116
1929956.0	42.735648526718
1960349.0	41.95771921383352
1990742.0	41.65294676091832
2021135.0	31.929995009039917
2051528.0	42.70499976902021
2081921.0	42.847690705729654
2112314.0	38.2417275597528
2142707.0	42.75845481070505
2173100.0	38.861030568040015
2203493.0	42.82227852021351
2233886.0	24.177531403116358
2264279.0	42.38574354974922
2294672.0	42.37898268975474
2325065.0	42.64928993633345
2355458.0	24.826136842804793
2385851.0	42.49490361807807
2416244.0	42.80545837188116
2446637.0	29.481813308922874
2477030.0	42.77545540098316
2507423.0	37.658164374971754
2537816.0	41.69039879342796
2568209.0	31.51793333601279
2598602.0	39.947619527577196
2628995.0	42.825990856683
2659388.0	40.790421073349
2689781.0	42.72845648888703
2720174.0	42.07508900651044
2750567.0	42.71287973895558
2780960.0	42.85930016804137
2811353.0	42.4681243597322
2841746.0	42.72213724215863
2872139.0	33.54575446062505
2889645.5	0.9676573409605742
2904842.0	4.698288606422273
2932925.0	42.53961820158362
2963318.0	42.59661503683352
2993711.0	42.66387413726406
3024104.0	42.45148169281026
3054497.0	42.71835811402331
3084890.0	38.72591857861785
3115283.0	38.89066605346824
3145676.0	42.07108153289186
3176069.0	42.75827120168203
3206462.0	41.5592754758103
3236855.0	42.48856732636681
3267248.0	42.11976187349643
3297641.0	39.83999239768552
3322340.5	34.764954247791096
3337537.0	33.7053912795746
3358427.0	39.61181065068251
3388820.0	36.49578954062705
3410819.5	37.72128268582139
3426016.0	27.655889985567846
3449606.0	38.385417647018315
3479999.0	41.8764722297615
3510392.0	42.47003259131795
3540785.0	42.067181135516776
3571178.0	42.47322099604616
3601571.0	42.35862913096695
3631964.0	42.78795615905648
3662357.0	42.357868535508324
3692750.0	40.47862420716253
3723143.0	42.3214629705374
3753536.0	42.298506479711065
3783929.0	41.8613581087204
3814322.0	42.55783356949461
3844715.0	41.33222423264381
3875108.0	29.83166339674429
3905501.0	31.88954942136451
3935894.0	42.75033319047843
