#Coverage (X)	Coverage
1.0	99.74926596422421
2.0	99.71591920938414
3.0	99.6317791118856
4.0	99.59104573004839
5.0	99.52576703088441
6.0	99.4694707333695
7.0	99.38720608236912
8.0	99.30782040625625
9.0	99.20955688052378
10.0	99.10607829742361
11.0	98.97710844810504
12.0	98.84369675181715
13.0	98.68568215870472
14.0	98.51337962450765
15.0	98.31747772187539
16.0	98.11293066893803
17.0	97.886848883842
18.0	97.64743333219545
19.0	97.39817168643357
20.0	97.13315793521566
21.0	96.84719347245911
22.0	96.5469657455455
23.0	96.22026790095175
24.0	95.87754650469829
25.0	95.52288147548285
26.0	95.1544878488752
27.0	94.75611175522462
28.0	94.34988017295235
29.0	93.92262384835864
30.0	93.47723820761604
31.0	93.01790187713276
32.0	92.5371953273415
33.0	92.03837591268645
34.0	91.51456699600769
35.0	90.97110701931092
36.0	90.39222742585508
37.0	89.79872263997062
38.0	89.18696515329924
39.0	88.54450956868432
40.0	87.86543342350008
41.0	87.16514334621606
42.0	86.43513402245024
43.0	85.67240309267707
44.0	84.87271435099063
45.0	84.04221235236514
46.0	83.1736585313691
47.0	82.28248419339965
48.0	81.34298420553247
49.0	80.34549343778802
50.0	79.3176911772992
51.0	78.23958911270404
